name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude,is_market_coverage
Nhà phố 2 ô tô tránh / 2 mặt thoáng / 80m2 / 33.5 tỷ,"KINH DOANH SẦM UẤT- 2 THOÁNG- OTO TRÁNH - TRUNG TÂM BA ĐÌNH- SỔ VUÔNG - CHỦ THIỆN TRÍ. Mô tả: - Ngõ lớn phố Hoa Thám trải nhựa oto tránh, thông tứ tung, gần khách sạn Khăn Quàng Đỏ. - Ngõ thông, rộng ô tô 45 chỗ chạy qua nhà. - Tiện ích xung quanh nhiều vô kể vài phút ra Hồ Tây,trung tâm thể thao Quần Ngựa, viện Phổi, viện 354, Lăng Bác, trung tâm mua sắm Lotte... - Nhà 2 thoáng trước sau phòng đều có cửa sổ ánh sáng. - Thiết kế : + Tầng 1: Khu để xe, Phòng khách + Bếp + Tầng 2: 02 phòng ngủ, vệ sinh khép kín + Tầng 3: 02 phòng ngủ rộng + Tầng 4: Phòng thờ + sân phơi rộng. - Nhà Khung cột chủ tự xây chắc chắn có thể cải tạo lắp thang máy , cầu thang giữa rộng thoáng Pháp lý: Sổ đẹp vuông , sẵn sàng giao dịch.",Nhà,Hà Nội,Ba Đình,Liễu Giai,Hoàng Hoa Thám,,19788835731,79.65,4.0,,,,3.0,4.0,,,2026-02-13T21:27:35.687000,21.040959,105.851413,False
Biệt thự/Nhà liền kề Trung tâm An Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,An Giang,Trung tâm,,,,6779908596,174.63,3.0,,,,5.0,2.0,,,,10.503066,105.107865,True
"Vòng Xoay Ngã 6 - CH Bật Nhất 2PN ( 50M2 )/ Sổ Sẵn - Mới 100% Tầng Cao ,View Sân Bay, Thuê 17 Triệu","Vị trí: MT Phạm Văn Đồng , ngay Trung Tâm Quận 1, Quận 3 , giáp Bình Thạnh - Diện tích: 50m2 (2PN có ban công rộng đón gió và ánh sáng thiên nhiên) - Giá: 2 Tỷ ( hỗ trợ vay ngân hàng lãi suất thấp) -Hỗ trợ trả góp 0% Lãi trong 2 năm - Sổ hồng riêng sẵn sàng giao dịch - Tặng Nội thất cao cấp: Tivi, sofa, kệ tv, kệ trang trí, bàn ăn, máy lạnh, bộ tủ bếp, rèm cửa... Nhà mới, ban công rộng,thoáng mát, dọn vào ở ngay. Tiện ích nội khu: - Công viên, Siêu Thị 24h , BBQ sân thượng , café, Hồ bơi, Gym ,... - Dân cư đống đúc , khu văn minh , tri thức - An Ninh chuẩn chỉnh , cửa chống cháy , Camera 24/24 , ra vào thẻ từ - Sở hữu vĩnh viễn, tự do sang nhượng. - Giá thuê lại 15 triệu / tháng phù hợp đầu tư sinh lời - Chương Trình Tri Ân KH tặng gói Nội Thất nhập khẩu từ USA trị giá 150 Triệu không lấy trừ trực tiếp vào giá , có nhiều ưu đãi hấp dẫn khác LIÊN HỆ : ( Thư ) dẫn xem thực tế , chọn căn vị trí đẹp ( miễn trung gian )",Căn hộ chung cư,Hồ Chí Minh,Gò Vấp,1,Nguyễn Thượng Hiền,Chung cư 26 Nguyễn Thượng Hiền,4561000000,50.0,7.0,,,,2.0,2.0,,,2025-11-16T08:57:21.427000,10.762416,106.709206,False
Nhà Trung tâm Tuyên Quang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Tuyên Quang,Trung tâm,,,,1089400440,59.5,1.0,,,,2.0,1.0,,,,21.82422,105.216894,True
"Cần tiền bán gấp cắt lỗ căn hộ 2PN2WC 74m2 view sông Hồng giá 7.4tỷ; tầng đẹp, thanh toán tiến độ","Chính chủ cần ra hàng gấp, bán cắt lỗ căn. 06 tòa CT2. - 74m2. - 2PN2WC. - Giá gốc HĐMB 7,410 tỷ. - LH",Căn hộ chung cư,Hà Nội,Bắc Từ Liêm,Xuân Đỉnh,,TMC Smart Home,7701223440,77.52,7.0,,,,1.0,2.0,Bắc,Nam,2026-01-28T09:51:42.552000,21.063586,105.759158,False
Siêu phẩm nhà đẹp trung tâm phú nhuận giá rẻ hơn thị trường đến 800 triệu!,"SỔ HỒNG RIÊNG GẦN SÂN BAY GIÁ ĐẦU TƯ SIÊU HỜI CÓ THƯƠNG LƯỢNG CHO KHÁCH THIỆN CHÍ VỊ TRÍ VÀNG KẾT NỐI MỌI QUẬN TRONG VÀI PHÚT Căn nhà tọa lạc tại Huỳnh Văn Bánh, Phường 15, Quận Phú Nhuận, vị trí trung tâm hiếm có nơi giao thoa giữa Quận 1, Quận 3 và Tân Bình. Chỉ 5 phút ra sân bay Tân Sơn Nhất. Gần Nguyễn Văn Trỗi, Hoàng Văn Thụ, Cầu Công Lý trục đường huyết mạch nối liền các quận lớn. Khu dân trí cao, an ninh tuyệt đối, xung quanh đầy đủ chợ, trường học, bệnh viện, chùa Vĩnh Nghiêm và các tiện ích cao cấp. THÔNG TIN CHI TIẾT CĂN NHÀ Diện tích: 4,35m x 10,15m Công nhận: 43,2m² Diện tích sử dụng: 86,4m² Hẻm xe hơi êm ru sạch đẹp thông tứ hướng Thiết kế hiện đại, tối ưu công năng, thích hợp vừa ở vừa cho thuê hoặc mở văn phòng ĐẦU TƯ AN TOÀN SINH LỜI BỀN VỮNG Ở cực kỳ yên tĩnh & an toàn Cho thuê văn phòng, shop hoa, cà phê, tiệm nail lợi nhuận đều Thanh khoản cao giá trị bất động sản Huỳnh Văn Bánh tăng ổn định mỗi năm Khu vực được giới chuyên gia đánh giá là điểm vàng đầu tư Phú Nhuận PHÁP LÝ CHUẨN CHỈ HỖ TRỢ VAY NHANH Sổ hồng riêng, sang tên công chứng ngay trong ngày Hỗ trợ vay ngân hàng lãi suất ưu đãi, giải ngân nhanh giúp khách mua dễ tiếp cận GIÁ BÁN THẬT SỰ CẠNH TRANH CƠ HỘI KHÔNG LẦN HAI Giá khu vực: 10,5 11 tỷ Chủ cần tiền gấp chốt nhanh chỉ 9,7 tỷ (thương lượng mạnh cho khách thiện chí)! Giá chỉ dành cho người quyết đoán, hành động ngay hôm nay! ĐỪNG BỎ LỠ CĂN NHÀ VỪA ĐẸP VỪA RẺ VỪA CÓ TIỀM NĂNG! Ai xem cũng thích ai nhanh tay sẽ sở hữu ngay! Cơ hội chỉ đến một lần chậm tay là mất!",Nhà,Hồ Chí Minh,Phú Nhuận,15,Huỳnh Văn Bánh,,7988087750,45.1,5.0,4.35,,,1.0,2.0,,,2025-11-05T16:25:13.272000,10.774858,106.717126,False
"Mặt phố Nguyễn Khang 53 tỷ 90m2 mặt tiền 5,5m xây mới 8 tầng Thang Máy vị trí đẹp cho thuê 70tr/Th","Bán nhà mặt phố Nguyễn Khang, Cầu Giấy diện tích 90m2 mặt tiền 4,5m xây mới 8 tầng thang máy, nhà mới đẹp nội thất xịn đang cho thuê 70tr/tháng Vị trí đẹp đường hè rộng, phố kinh doanh sầm uất, phong thuỷ tốt, vị trí phù hợp kinh doanh, cho thuê dòng tiền, trụ sở công ty, nhà gần trường học, chợ, công viên, giao thông thuận tiện đi lại. Sổ đỏ chính chủ, giá bán 53 tỷ có Thương lượng Liên hệ em Tuấn [phone_number]",Nhà,Hà Nội,Cầu Giấy,Quan Hoa,Nguyễn Khang,,23321807577,89.92,4.0,5.0,,,5.0,2.0,,,2025-09-27T02:53:46.822000,21.039415,105.779988,False
Nhà Trung tâm Thừa Thiên Huế,Coverage row generated from market priors and Hugging Face schema.,Nhà,Thừa Thiên Huế,Trung tâm,,,,2322449324,76.14,2.0,,,,1.0,1.0,,,,16.481518,107.579935,True
Phố trương định - mới - ngõ thông thoáng sáng - 43m2 - chỉ hơn 7 tỷ để sở hữu nhà,"PHỐ TRƯƠNG ĐỊNH - MỚI - NGÕ THÔNG THOÁNG SÁNG - 43m2 - CHỈ HƠN 7 TỶ ĐỂ SỞ HỮU NHÀ - Nhà mới đẹp long lanh, full nội thất. - Gần ngay ĐH BÁCH_KINH_XÂY, Đền Lừ. - Sổ vuông, KQH. - Liên hệ ngay: [phone_number] ( e Cần bds)",Nhà,Hà Nội,Hoàng Mai,Tương Mai,Trương Định,,7391399110,40.27,4.0,4.4,,,3.0,3.0,,,2025-10-12T17:05:56.603000,21.018798,105.83591,False
Nhà Trung tâm Ninh Thuận,Coverage row generated from market priors and Hugging Face schema.,Nhà,Ninh Thuận,Trung tâm,,,,2979780150,120.0,2.0,,,,5.0,1.0,,,,11.569889,108.98126,True
Shophouse 7 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hồ Chí Minh,7,,,,31935076539,110.83,3.0,,,,1.0,2.0,,,,10.791034,106.722376,True
"Bán CH 144m2 và 107m2 tòa BRG. Làm việc trực tiếp CĐT - Giá thấp hơn thị trường, Dễ thanh khoản","Gia đình chuyển về Ciputra nên muốn bán gấp 2 căn hộ 107m2 3N - 2WC và căn 144m2 4N - 3WC, Tòa BRG. Căn hộ đã có đủ đồ, có thể vào ở luôn. thiện trí bán sớm có thương lượng thêm. Căn hộ có diện tích rộng 144m2, được thiết kế hiện đại với 4 phòng ngủ và 3 phòng tắm, rất phù hợp cho gia đình đông người. - Giá bán: 18,6 tỷ VND. - Nội thất đầy đủ: điều hòa, tủ lạnh, giường, bàn ghế... - Hướng cửa chính: Tây Bắc, ban công: Đông Nam. ----------------------- Căn 107m2, được thiết kế 3 ngủ. Đã có đầy đủ nội thất, có thể vào ở luôn. - Giá bán: 16 tỷ - Nội thất đầy đủ: điều hòa, tủ lạnh, giường, .... - Hướng cửa chính Tây bắc, ban công: Đông Nam. Khu vực xung quanh cũng rất thuận tiện với nhiều tiện ích. Chỉ vài phút đi bộ là đến các siêu thị như Winmart Trung Hòa, Vincom Royal City. Gần các bệnh viện như Bệnh viện Mắt Sài Gòn và Bệnh viện Thận Hà Nội, cùng với các trường học như Trường Cao đẳng Công thương Hà Nội và Trường Mầm non Lá Phong Đỏ. Xem nhà vui lòng liên hệ trực tiếp cháu Hoàng [phone_number]",Căn hộ chung cư,Hà Nội,Thanh Xuân,Nhân Chính,Lê Văn Lương,BRG Diamond Residence,15830527620,138.0,7.0,,,,5.0,2.0,Tây Bắc,Đông Nam,2025-12-17T11:14:26.216000,20.983653,105.808089,False
Shophouse Trung tâm Cao Bằng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Cao Bằng,Trung tâm,,,,5031091366,185.6,2.0,,,,2.0,1.0,,,,22.67103,106.244148,True
"Bán Nhà Riêng tại Phú Mỹ An, 57 tỷ, 800m2, giá tốt","Nhà riêng tại Phú Mỹ An, Đường Vũ Văn Cẩn, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng, có diện tích 800m2, là lựa chọn lý tưởng cho những ai tìm kiếm không gian sống thoải mái và hiện đại. + Giá bán: 57 tỷ VND. + Diện tích rộng rãi 800m2, thuận tiện cho việc xây dựng và thiết kế theo ý muốn. + Trang bị đầy đủ tiện nghi như điều hòa, tủ lạnh, và các nội thất cơ bản khác. + Nhà tự thiết kế theo phong cách Nhật Bản, nội thất toàn bộ nhập khẩu Nhật. Nhà có phong thủy tốt, mang lại cảm giác an lành và thịnh vượng cho gia chủ. Thiết kế hiện đại, tạo không gian sống thoải mái và tiện nghi. --- Khu vực xung quanh + Gần công viên đầm sen, lý tưởng cho những buổi dạo bộ và thư giãn. + Trường Đại học Mỹ tại Việt Nam (AUV), trường mầm non Thế Giới Toàn Cầu, trường Cao đẳng Quốc tế Pegasus trong khu vực. + Bệnh viện Đa khoa Ngũ Hành Sơn, Bệnh viện Mắt Sài Gòn Sông Hàn gần đó, đảm bảo tiện ích y tế cho cư dân. --- Thông tin dự án + Dự án Phú Mỹ An do Công ty Cổ phần Đầu tư và Xây dựng 579 đầu tư. + Khu đô thị hiện đại với 10 khu công viên cây xanh, tổng diện tích 85.000m2, thiết kế chú trọng đến không gian sống trong lành và tiện ích công cộng. + Tiện ích bao gồm trường học, khu vui chơi giải trí, thể dục thể thao, khu phố thương mại, siêu thị, hệ thống giao thông, chiếu sáng, cấp thoát nước, xử lý nước thải. Liên hệ để biết thêm chi tiết: [phone_number] Dong Ngoc Anh Realtor.",Nhà,Đà Nẵng,Ngũ Hành Sơn,Hòa Hải,Hải Triều,Khu đô thị Phú Mỹ An (Đà Nẵng Pearl),70381945405,821.6,5.0,,,,5.0,3.0,,,2026-02-05T17:52:03,16.038209,108.215854,False
"Bán nhà lầu mới 100% vị trí hai mặt tiền siêu đẹp, lộ oto, ngay KDC 923 nhà cách chợ Nổi Cái Răng","Bán nhà lầu mới 100% vị trí hai mặt tiền siêu đẹp, lộ oto, ngay KDC 923 nhà cách Chợ Nổi Cái Răng 800m, P An Bình, Tp Cần Thơ. Giá: 2 tỷ 520triệu. - Diện tích 4.5m x 8,5m =42.5m2. - Dtsd 84m2. Nhà hoàn công. - Hướng đông bắc và tây bắc. - Lộ 6m và 4m. Oto vi vu. - Kết cấu nhà: Sân trước - 1 phòng khách - Bếp - cửa hông - ban công - 2 phòng ngủ - 2 toilet - Cửa sổ thoáng mát. Full nội thất cơ bản: Sofa, bàn ăn, kệ tivi, tủ bếp, giường, tủ quần áo, bàn trang điểm, máy lạnh. - Tuyến đường thông dân cư đông đúc. Nhà cách chợ nổi cái răng 800m Cách bệnh viện nhi, SIS, FPT khoản 3km. Bán kính xung quanh đầy đủ tiện ích trường, chợ, bệnh viện... * Hotline: [phone_number] * Zalo [phone_number] * Bất Động Sản Tấn Lợi.",Nhà,Cần Thơ,Ninh Kiều,An Bình,Số 7,,1837437509,39.63,5.0,,,,3.0,3.0,Đông Bắc,Đông Bắc,2025-11-27T01:37:56.373000,10.041069,105.747455,False
"Bán biệt thự The Zei - Lê Đức Thọ, lô góc, vỉa hè, đỉnh 268m2 x 5T + 1 hầm, MT 15m giá 103,9 tỷ","Biệt thự The Zei Mỹ Đình - biệt thự đơn lập - chỉ 20 căn - lô góc - kinh doanh đỉnh - đẳng cấp gia chủ. Bán biệt thự The Zei Lê Đức Thọ - KĐT Mỹ Đình - lô góc, 2 mặt ô tô tránh, vỉa hè rộng, biệt thự có hầm, kinh doanh tốt, an sinh đỉnh, khẳng định vị thế, tìm gia chủ xứng tầm. - Diện tích: 268 x 5 tầng + 1 hầm x MT 15m giá 103,9 tỷ. - Vị trí đắc địa bậc nhất Mỹ Đình, gần nhiều tuyến giao thông huyết mạch: Lê Đức Thọ, Hàm Nghi, Nguyễn Cơ Thạch, Hồ Tùng Mậu, Nguyễn Hoàng, Lưu Hữu Phước... - Xung quanh tiện ích ngập tràn, vài bước chân ra Công viên hồ điều hoà, siêu thị, trường Quốc tế... - Sổ đỏ chính chủ, giao dịch ngay. - Liên hệ em Huy: hàng ngoại giao, độc quyền giá tốt.",Biệt thự/Nhà liền kề,Hà Nội,Nam Từ Liêm,Mỹ Đình 2,Lê Đức Thọ,The Zei,74044105267,284.88,5.0,15.0,,12.0,4.0,4.0,,,2025-11-25T00:08:20.526000,21.041903,105.855794,False
Nhà mới Cầu Diễn - 60m2 - 5 tầng - vị trí đẹp - 2 thoáng,Nhà mới Cầu Diễn - 60m2 - 5 tầng - vị trí đẹp - 2 thoáng Nhà kinh doanh dòng tiền lớn Tổng 16 phòng Quý anh chị mua đầu tư ổn định Xem nhà liên hệ e Mr. Thuỷ,Nhà,Hà Nội,Bắc Từ Liêm,Phú Diễn,,,10907083508,62.68,4.0,4.0,,,6.0,4.0,,,2025-08-25T20:16:00.571000,21.090459,105.790598,False
Đất Trung tâm Đồng Tháp,Coverage row generated from market priors and Hugging Face schema.,Đất,Đồng Tháp,Trung tâm,,,,1410275646,58.98,0.0,,,,0.0,0.0,,,,10.515635,105.687712,True
"Song lập Ngọc Trai 180m2,thang máy, view hồ, siêu đẹp giá 20,5 tỷ","Bán căn song lập Vin Marina, diện tích 180m2, sau nhà là hồ nước cực đẹp, thoáng mát. Nhà đã hoàn thiện nội thất nhập khẩu tổng hết 7 tỷ. Nay chủ nhà chuyển đổi nơi ở nên cần bán. Khách mua về chỉ việc ở, không cần sửa chữa gì. Giá bán 20,5 tỷ có thỏa thuận với khách mua thiện chí. Liên hệ Phan Công [phone_number]",Biệt thự/Nhà liền kề,Hải Phòng,Lê Chân,Vĩnh Niệm,Đại lộ Võ Nguyên Giáp,Vinhomes Marina Cầu Rào 2,17842358285,185.08,5.0,,,,5.0,6.0,,,2026-02-11T20:01:41.742000,20.847512,106.689278,False
Biệt thự/Nhà liền kề Trung tâm Kiên Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Kiên Giang,Trung tâm,,,,3588656808,75.95,2.0,,,,2.0,2.0,,,,10.01567,105.053801,True
Nhà Bắc Từ Liêm Hà Nội,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hà Nội,Bắc Từ Liêm,,,,34220479604,169.8,5.0,,,,3.0,2.0,,,,21.021173,105.858228,True
Shophouse Trung tâm Lạng Sơn,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Lạng Sơn,Trung tâm,,,,1910621336,60.94,1.0,,,,1.0,3.0,,,,21.843757,106.759421,True
Biệt thự/Nhà liền kề Trung tâm Kon Tum,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Kon Tum,Trung tâm,,,,4803108071,183.7,2.0,,,,3.0,5.0,,,,14.341106,107.987287,True
Nhà Trung tâm Hà Nam,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hà Nam,Trung tâm,,,,3706343392,120.0,5.0,,,,3.0,1.0,,,,20.579981,105.92702,True
"Cho con học Thụy Sỹ bán 1 căn 68m2, 3PN 2WC giá giảm 4 tỷ bao hết sổ hồng, ở ngay sạch sẽ mới 100%","+ Gia đình cho con trai du học Thụy Sỹ, cập nhật giá Tháng 12/2025, giá giảm cuối năm Privia Khang Điền mới 100%, vào ở ngay, miễn phí quản lý, ngay cạnh bến xe Miền Tây tiện nghi, sạch sẽ, thoáng mát. chốt ngay kẻo lỡ + Diện tích: 68m2, thiết kế 2PN chính + 1 PN baby + 2WC + phòng khách + phòng bếp rộng rãi. + Ngân hàng cho vay 80%, ưu đãi 6,5% cho chung cư Khang Điền Privia. + Thiết kế hiện đại, không gian sống thoáng đãng phù hợp để ở cho cuộc sống tiện nghi, đẳng cấp. + Cam kết giá thật: 4 tỷ chốt nhanh gọn, bao hết thuế, phí, sang tên, công chứng mua bán. + Chủ nhà thân thiện, dễ tính, xem nhà thoải mái và thương lượng giá: Anh Sang anh Sang - miễn trung gian). + Miễn phí các dịch vụ: Phí quản lý chung cư, hồ bơi vô cực, phòng gym, phòng thư viện, khu vui chơi trẻ em. + Sổ hồng đầy đủ, Pháp lý rõ ràng, mua bán nhanh gọn trong ngày, yên tâm sở hữu căn hộ vĩnh viễn. + Gặp trực tiếp chính chủ xem nhà: - Anh Sang (miễn trung gian). + Gần Chợ truyền thống, cạnh Bến Xe Miền Tây, các tiện ích như bệnh viện Triều An, Trung Tâm thương mai Aeon BÌnh Tân, bệnh viện quốc tế Gia An, các trường học cấp 1,2,3 và siêu thị Bách Hóa Xanh... Chỉ 5 phút. + Di chuyển dễ dàng vào các quận trung tâm như Quận 1, 2, 3, 4, 5; 6, 7, 10, 11 và Bệnh viện Chợ Rẫy, BV ĐH Y Dược, BV 115, BV Hùng Vương, BV Phạm Ngọc Thạch, BV Răng Hàm Mặt... Chỉ 15 phút. + Chuyên nghiệp, tận tậm, uy tín, nhiệt tình, chu đáo, chính trực, trung thực. + Liên hệ ngay và bớt chút Lộc cho người Miền Tây khi mua trong tháng 12/2025: Anh Sang (24/24, zalo).",Căn hộ chung cư,Hồ Chí Minh,Bình Tân,An Lạc,An Dương Vương,The Privia,6299082205,71.4,7.0,,,,2.0,1.0,,,2025-12-22T16:50:21.238000,10.76674,106.69662,False
"Bán nhà 4 tầng, HXH đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, DTSD: 228m2, giá: 14tỷ TL","Bán nhà 4 tầng đường Nguyễn Văn Linh Phường Tân Thuận đông Quận 7, DT: 66m2, giá: 14 tỷ SHR. - Diện tích sử dụng: 228m2, 4PN, 4WC sân thượng trước sau, mái che thang. - Hẻm chỉ có một căn bán nằm trên đường Nguyễn Văn Linh. - Khu an ninh, dân trí cao. - Hẻm lớn 2 xe ô tô tránh nhau. - Tiện ích xung quanh đầy đủ, thuận tiện di chuyển sang các quận 1,4, Phú Mỹ Hưng... - Sổ hồng riêng, hoàn công đầy đủ. - Nhà nằm trong khu dân cư hiện hữu, không bị quy hoạch. Giá: 14 tỷ thương lượng chính chủ. Liên hệ ngay Nhà Đất Khu Nam: Để đi xem nhà và thương lượng chính chủ! Địa chỉ Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh. Liên hệ: [phone_number]",Nhà,Hồ Chí Minh,7,Tân Thuận Tây,Nguyễn Văn Linh,,12972497897,64.07,4.0,,,,4.0,5.0,,,2025-12-01T17:19:27.645000,10.723072,106.723502,False
Biệt thự/Nhà liền kề Trung tâm Ninh Thuận,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Ninh Thuận,Trung tâm,,,,1704314376,60.0,1.0,,,,1.0,3.0,,,,11.551017,108.995978,True
Shophouse Trung tâm Vĩnh Phúc,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Vĩnh Phúc,Trung tâm,,,,2799309679,45.0,3.0,,,,1.0,4.0,,,,21.297575,105.629528,True
